stop,location,stopDescription,stopLat,stopLong,wheelchairAccessible
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_233_561>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda  Gibraltar 2"^^xsd:string,"40.32674"^^xsd:double,"-3.75933"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_233_562>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda  Gibraltar 13"^^xsd:string,"40.32686"^^xsd:double,"-3.75955"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_233_563>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Gibraltar 2"^^xsd:string,"40.3265"^^xsd:double,"-3.75956"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_234_564>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda  Orellana 3"^^xsd:string,"40.32213"^^xsd:double,"-3.76852"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_234_565>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda  Orellana 3"^^xsd:string,"40.32142"^^xsd:double,"-3.76867"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_234_566>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda  Orellana 3"^^xsd:string,"40.32183"^^xsd:double,"-3.76865"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_235_567>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Cobre SN"^^xsd:string,"40.32906"^^xsd:double,"-3.77169"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_235_568>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Virgen del Camino 3"^^xsd:string,"40.3286"^^xsd:double,"-3.77113"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_235_592>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Virgen del Camino 1"^^xsd:string,"40.3287"^^xsd:double,"-3.77104"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_235_593>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Virgen del Camino 5"^^xsd:string,"40.32857"^^xsd:double,"-3.77118"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_236_569>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Mar Mediterráneo SN"^^xsd:string,"40.3359"^^xsd:double,"-3.77604"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_236_570>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Encina SN"^^xsd:string,"40.33646"^^xsd:double,"-3.77573"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_236_571>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Mar Mediterráneo SN"^^xsd:string,"40.33633"^^xsd:double,"-3.7761"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_23_76>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Santillana del Mar 19"^^xsd:string,"40.39015"^^xsd:double,"-3.64527"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_23_77>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 248"^^xsd:string,"40.38969"^^xsd:double,"-3.64562"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_23_78>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Albufera 246"^^xsd:string,"40.38989"^^xsd:double,"-3.64545"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_24_79>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 285"^^xsd:string,"40.38757"^^xsd:double,"-3.63998"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_24_80>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 280"^^xsd:string,"40.38686"^^xsd:double,"-3.63959"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_24_81>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 278"^^xsd:string,"40.38706"^^xsd:double,"-3.6398"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_24_82>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 285"^^xsd:string,"40.38737"^^xsd:double,"-3.63971"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_252_623>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Corbeta 12"^^xsd:string,"40.45739"^^xsd:double,"-3.5881"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_252_624>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Corbeta 14"^^xsd:string,"40.45753"^^xsd:double,"-3.58775"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_253_625>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Velero 15"^^xsd:string,"40.45294"^^xsd:double,"-3.59494"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_253_626>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Velero 17"^^xsd:string,"40.45331"^^xsd:double,"-3.59438"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_253_627>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Pinos de Osuna 15"^^xsd:string,"40.45361"^^xsd:double,"-3.59354"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_254_628>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de los Poblados 91"^^xsd:string,"40.37385"^^xsd:double,"-3.74005"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_254_629>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de los Poblados 96"^^xsd:string,"40.37346"^^xsd:double,"-3.73991"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_254_630>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de los Poblados 96"^^xsd:string,"40.37345"^^xsd:double,"-3.73999"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_255_631>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Carabanchel Alto 15"^^xsd:string,"40.37199"^^xsd:double,"-3.7518"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_255_632>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cllon de Rosa 15"^^xsd:string,"40.3718"^^xsd:double,"-3.75171"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_256_633>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Peseta 61"^^xsd:string,"40.36423"^^xsd:double,"-3.75703"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_256_634>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Peseta 61"^^xsd:string,"40.36415"^^xsd:double,"-3.75707"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_257_635>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Fuente de Lima 2"^^xsd:string,"40.38382"^^xsd:double,"-3.78391"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_257_636>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Fuente de Lima 2"^^xsd:string,"40.3838"^^xsd:double,"-3.78396"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_258_637>,<http://transport.linkeddata.es/resource/LocationType/2>,"G.v. de Hortaleza 49 A"^^xsd:string,"40.46815"^^xsd:double,"-3.64831"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_258_638>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Gran Vía de Hortaleza SN"^^xsd:string,"40.46801"^^xsd:double,"-3.64815"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_259_639>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Bronce 1 A"^^xsd:string,"40.39304"^^xsd:double,"-3.6885"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_25_577>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Jesús del Pino 32"^^xsd:string,"40.38196"^^xsd:double,"-3.62453"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_25_83>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Democracia 1"^^xsd:string,"40.38224"^^xsd:double,"-3.62498"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_25_84>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Sierra de Guadalupe 23"^^xsd:string,"40.38208"^^xsd:double,"-3.62467"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_25_85>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Democracia 1"^^xsd:string,"40.38208"^^xsd:double,"-3.62473"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_25_86>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Democracia 4"^^xsd:string,"40.3831"^^xsd:double,"-3.62508"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_260_640>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Marqués de Corbera 56"^^xsd:string,"40.42647"^^xsd:double,"-3.65071"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_260_641>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Marqués de Corbera 58"^^xsd:string,"40.42651"^^xsd:double,"-3.65042"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_261_474>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Padre Francisco Palau y Quer SN"^^xsd:string,"40.47314"^^xsd:double,"-3.68308"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_261_642>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Padre Francisco Palau y Quer SN"^^xsd:string,"40.47323"^^xsd:double,"-3.68313"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_262_643>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Bambú 14"^^xsd:string,"40.47683"^^xsd:double,"-3.67642"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_262_644>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Bambú 14"^^xsd:string,"40.47705"^^xsd:double,"-3.67684"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_263_645>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Arturo Soria 330"^^xsd:string,"40.4802"^^xsd:double,"-3.66682"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_263_646>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Arturo Soria 330"^^xsd:string,"40.48015"^^xsd:double,"-3.66693"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_264_647>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Capitán Cortés 2"^^xsd:string,"40.47488"^^xsd:double,"-3.65234"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_264_648>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Costa del sol 20 D"^^xsd:string,"40.4742"^^xsd:double,"-3.65204"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_265_649>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Vélez Rubio 1 D"^^xsd:string,"40.47684"^^xsd:double,"-3.66285"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_265_650>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Vélez Rubio 1 D"^^xsd:string,"40.47684"^^xsd:double,"-3.66285"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_267_651>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Córdoba 21"^^xsd:string,"40.3842"^^xsd:double,"-3.69788"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_267_652>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Córdoba SN"^^xsd:string,"40.38385"^^xsd:double,"-3.6983"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_267_653>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Córdoba SN"^^xsd:string,"40.38389"^^xsd:double,"-3.69837"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_268_654>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Córdoba SN"^^xsd:string,"40.37549"^^xsd:double,"-3.69588"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_268_655>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Córdoba SN"^^xsd:string,"40.37521"^^xsd:double,"-3.69575"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_269_656>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Perla 35"^^xsd:string,"40.36992"^^xsd:double,"-3.69416"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_269_657>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Andalucía 20"^^xsd:string,"40.36988"^^xsd:double,"-3.69462"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_269_658>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Perla 37"^^xsd:string,"40.36961"^^xsd:double,"-3.6941"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_26_87>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Federico García Lorca 3"^^xsd:string,"40.37933"^^xsd:double,"-3.62105"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_26_88>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza  Sierra de gador 10"^^xsd:string,"40.37978"^^xsd:double,"-3.62187"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_26_89>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Federico García Lorca 1 B"^^xsd:string,"40.37949"^^xsd:double,"-3.62103"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_270_659>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Tertulia 17"^^xsd:string,"40.35954"^^xsd:double,"-3.69295"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_270_660>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Gigantes y Cabezudos 10"^^xsd:string,"40.36005"^^xsd:double,"-3.69367"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_270_661>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Gigantes y Cabezudos 12"^^xsd:string,"40.35973"^^xsd:double,"-3.69366"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_271_662>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Santiago Amón 1"^^xsd:string,"40.35057"^^xsd:double,"-3.69335"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_271_663>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Santa Petronila 3"^^xsd:string,"40.35109"^^xsd:double,"-3.69256"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_271_664>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Santa Petronila 7"^^xsd:string,"40.35081"^^xsd:double,"-3.69256"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_272_665>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Moncada 102"^^xsd:string,"40.34112"^^xsd:double,"-3.69249"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_272_666>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Andalucía SN"^^xsd:string,"40.34167"^^xsd:double,"-3.69312"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_272_667>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Moncada 101"^^xsd:string,"40.34145"^^xsd:double,"-3.69248"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_273_668>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Valle de Tobalina 54"^^xsd:string,"40.341"^^xsd:double,"-3.71271"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_273_670>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Valle de Tobalina 54"^^xsd:string,"40.34104"^^xsd:double,"-3.71278"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_274_693>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Retablo de Melisendra SN"^^xsd:string,"40.50108"^^xsd:double,"-3.69474"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_275_691>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Monasterio de Silos 63 A"^^xsd:string,"40.50529"^^xsd:double,"-3.69582"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_275_692>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Monasterio de Silos 63 A"^^xsd:string,"40.50528"^^xsd:double,"-3.69584"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_276_689>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Palas de Rey 30"^^xsd:string,"40.50843"^^xsd:double,"-3.66936"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_276_690>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Palas de Rey 30"^^xsd:string,"40.50844"^^xsd:double,"-3.66939"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_277_687>,<http://transport.linkeddata.es/resource/LocationType/2>,"Ronda de la Comunicación 20"^^xsd:string,"40.51571"^^xsd:double,"-3.66284"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_277_688>,<http://transport.linkeddata.es/resource/LocationType/2>,"Ronda de la Comunicación 20"^^xsd:string,"40.51586"^^xsd:double,"-3.66289"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_278_685>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Sepúlveda 1"^^xsd:string,"40.52763"^^xsd:double,"-3.65865"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_278_686>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Granja 14"^^xsd:string,"40.52772"^^xsd:double,"-3.65855"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_279_683>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Ermita 5"^^xsd:string,"40.53187"^^xsd:double,"-3.6355"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_279_684>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Ermita 5"^^xsd:string,"40.53199"^^xsd:double,"-3.63548"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_27_90>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Congosto 35"^^xsd:string,"40.372"^^xsd:double,"-3.61866"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_27_91>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Congosto 33"^^xsd:string,"40.37233"^^xsd:double,"-3.61867"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_27_92>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Congosto 50"^^xsd:string,"40.37213"^^xsd:double,"-3.61891"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_280_680>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Marqués de la Valdavia 21"^^xsd:string,"40.54112"^^xsd:double,"-3.63739"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_280_681>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Marqués de la Valdavia 21"^^xsd:string,"40.54107"^^xsd:double,"-3.63755"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_281_678>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Manuel de Falla 59"^^xsd:string,"40.55044"^^xsd:double,"-3.64708"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_281_679>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Manuel de Falla 59"^^xsd:string,"40.55063"^^xsd:double,"-3.64682"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_282_676>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de las Lomas del Rey 2"^^xsd:string,"40.55439"^^xsd:double,"-3.63507"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_282_677>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de las Lomas del Rey 8"^^xsd:string,"40.55435"^^xsd:double,"-3.6354"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_283_674>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Plaza de Toros 7"^^xsd:string,"40.55028"^^xsd:double,"-3.62336"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
